121 135 151 165 
0.542756 0 -0.255809 0 
0.542756 0 -0.255809 0 
0.531279 0.00785242 -0.269645 -0.0153122 
0.531279 0.00785242 -0.269645 -0.0153122 
0.532349 -0.0534435 -0.236265 -0.0243451 
0.546397 -0.00945112 -0.261191 -0.0182928 
0.546397 -0.00945112 -0.261191 -0.0182928 
0.546397 -0.00945112 -0.261191 -0.0182928 
0.59792 0.0062625 -0.283068 0.0173072 
0.611499 -0.0696384 -0.308008 0.0411854 
0.648661 -0.0037515 -0.309261 0.0165736 
0.643915 -0.0327739 -0.338624 0.0814021 
0.648797 -0.00546402 -0.291834 0.0917065 
0.662883 -0.0242884 -0.294471 0.0244754 
0.662883 -0.0242884 -0.294471 0.0244754 
0.695967 -0.034631 -0.368283 0.0347796 
0.652714 -0.0147808 -0.37419 -0.00922163 
0.681515 -0.0776613 -0.374424 -0.011406 
0.69297 -0.0183458 -0.365986 0.0493787 
0.683549 -0.0366975 -0.318638 -0.0217347 
0.728529 -0.0801124 -0.274955 -0.0014788 
0.674932 -0.100741 -0.327625 0.0169738 
0.654234 -0.0821723 -0.361418 0.0602113 
0.712029 -0.0114318 -0.32276 0.0981711 
0.660872 -0.0058486 -0.331667 0.0688571 
0.642589 -0.0142136 -0.332991 0.128335 
0.685239 0.016361 -0.304577 0.176283 
0.681237 -0.0376332 -0.33566 0.129554 
0.65689 -0.02423 -0.326366 0.132254 
0.651085 -0.0171435 -0.289598 0.136962 
0.66413 -0.0947017 -0.212258 0.0837945 
0.613436 -0.0740361 -0.245649 -0.0160639 
0.613436 -0.0740361 -0.245649 -0.0160639 
0.613436 -0.0740361 -0.245649 -0.0160639 
0.596879 -0.0346202 -0.257821 -0.00962098 
0.605293 -0.0653052 -0.29658 0.0308851 
0.605293 -0.0653052 -0.29658 0.0308851 
0.60912 -0.0802497 -0.312483 0.00381707 
0.611317 -0.104459 -0.324796 0.0418207 
0.630268 -0.147621 -0.340841 0.0139489 
